location_code,week_start,cells,cells_log10,da,da_cat,cens,lod,t_days,t_years
BML,2023-12-11,14.0,1.1760912590556813,,,,,11557,31.641341546885695
BML,2024-01-01,6.0,0.8450980400142568,,,,,11578,31.698836413415467
BML,2024-01-08,0.0,0.0,,,,,11585,31.718001368925393
BML,2024-01-15,0.0,0.0,,,,,11592,31.737166324435318
BML,2024-01-22,0.0,0.0,,,,,11599,31.756331279945243
BML,2024-01-29,0.0,0.0,,,,,11606,31.77549623545517
BML,2024-02-05,0.0,0.0,,,,,11613,31.794661190965094
BML,2024-02-12,6.0,0.8450980400142568,,,,,11620,31.813826146475016
BML,2024-02-19,110.0,2.0453229787866576,,,,,11627,31.83299110198494
BML,2024-02-26,82.0,1.919078092376074,,,,,11634,31.852156057494867
BML,2024-03-04,38.0,1.591064607026499,,,,,11641,31.871321013004792
BML,2024-03-11,91.0,1.9637878273455553,,,,,11648,31.890485968514717
BML,2024-03-18,540.0,2.7331972651065692,,,,,11655,31.90965092402464
BML,2024-03-25,398.0,2.6009728956867484,,,,,11662,31.928815879534564
BML,2024-04-01,258.0,2.413299764081252,,,,,11669,31.94798083504449
BML,2024-04-08,0.0,0.0,,,,,11676,31.967145790554415
BML,2024-04-15,331.0,2.5211380837040362,,,,,11683,31.98631074606434
BML,2024-04-22,0.0,0.0,,,,,11690,32.00547570157426
BML,2024-04-29,0.0,0.0,,,,,11697,32.02464065708419
BML,2024-05-06,0.0,0.0,,,,,11704,32.04380561259411
BML,2024-05-13,1069.5,3.029586671630457,,,,,11711,32.062970568104035
BML,2024-05-20,209.0,2.322219294733919,,,,,11718,32.082135523613964
BML,2024-05-27,0.0,0.0,,,,,11725,32.101300479123886
BML,2024-06-03,0.0,0.0,,,,,11732,32.120465434633815
BML,2024-06-10,26.0,1.4313637641589874,,,,,11739,32.139630390143736
BML,2024-06-17,0.0,0.0,,,,,11746,32.158795345653665
BML,2024-06-24,1076.0,3.0322157032979815,,,,,11753,32.17796030116359
BML,2024-07-01,67.0,1.8325089127062364,,,,,11760,32.19712525667351
BML,2024-07-08,16.0,1.2304489213782739,,,,,11767,32.21629021218344
BML,2024-07-15,65.0,1.8195439355418688,,,,,11774,32.23545516769336
BML,2024-07-22,1104.0,3.0433622780211294,,,,,11781,32.25462012320329
BML,2024-07-29,220.0,2.3443922736851106,,,,,11788,32.27378507871321
BML,2024-08-05,60.0,1.7853298350107671,,,,,11795,32.29295003422313
BML,2024-08-12,559.0,2.7481880270062002,,,,,11802,32.31211498973306
BML,2024-08-19,12176.0,4.085540306036948,,,,,11809,32.33127994524298
BML,2024-08-26,25950.5,4.414162465186241,,,,,11816,32.35044490075291
BML,2024-09-02,164.0,2.2174839442139063,,,,,11823,32.369609856262834
BML,2024-09-09,523.0,2.7193312869837265,,,,,11830,32.388774811772755
BML,2024-09-16,612.0,2.787460474518415,,,,,11837,32.407939767282684
BML,2024-09-23,0.0,0.0,,,,,11844,32.427104722792606
BML,2024-09-30,0.0,0.0,,,,,11851,32.446269678302535
BML,2024-10-07,0.0,0.0,,,,,11858,32.46543463381246
BML,2024-10-14,8.0,0.9542425094393249,,,,,11865,32.48459958932238
BML,2024-10-21,1122.0,3.050379756261458,,,,,11872,32.50376454483231
BML,2024-10-28,518.0,2.7151673578484576,,,,,11879,32.52292950034223
