location_name,location_code,week_start,pda_water_ng_ml,tda_water_ng_ml,pn_total_cells_l,pn_seriata_cells_l,alexandrium_cells_l,dinophysis_cells_l,total_phyto_cells_l,insitu_sst_c,insitu_chl_mg_m3,nitrate_um,silicate_um,n_samples,hazard_truth_status,insitu_physical_status
Scripps Pier,SIO,2011-12-12,0.0,,13539.0,821.0,0.0,0.0,78768.0,15.1,1.62,0.0,2.0,1,has,has
Scripps Pier,SIO,2011-12-19,0.0,,11487.0,3282.0,0.0,0.0,322048.0,14.3,14.77,0.0,3.7,1,has,has
Scripps Pier,SIO,2011-12-26,0.0,,13949.0,0.0,0.0,821.0,232612.0,14.0,11.92,0.0,3.9,1,has,has
Scripps Pier,SIO,2012-01-02,0.0,,16411.0,0.0,821.0,410.0,99691.0,14.6,1.77,0.34,3.3,1,has,has
Scripps Pier,SIO,2012-01-09,0.0,,32820.0,11487.0,0.0,0.0,101742.0,14.6,1.01,0.22,3.1,1,has,has
Scripps Pier,SIO,2012-01-16,0.0,,16821.0,4103.0,0.0,0.0,73435.0,14.2,1.26,0.98,3.3,1,has,has
Scripps Pier,SIO,2012-01-23,0.08,,443892.0,93537.0,0.0,0.0,3978618.0,13.9,6.27,0.39,1.3,1,has,has
Scripps Pier,SIO,2012-01-30,0.0,,36512.0,15179.0,821.0,0.0,203895.0,14.3,1.0,0.28,0.0,1,has,has
Scripps Pier,SIO,2012-02-06,0.042,,125537.0,26256.0,0.0,0.0,494353.0,14.5,1.61,0.46,1.1,1,has,has
Scripps Pier,SIO,2012-02-13,0.0,,24205.0,0.0,0.0,0.0,71794.0,14.9,0.75,0.75,2.7,1,has,has
Scripps Pier,SIO,2012-02-20,0.0,,13538.0,0.0,0.0,0.0,64819.0,14.7,1.67,1.55,4.6,1,has,has
Scripps Pier,SIO,2012-02-27,0.0,,9436.0,0.0,0.0,0.0,58666.0,14.6,1.79,0.94,4.9,1,has,has
Scripps Pier,SIO,2012-03-05,0.0,,9846.0,0.0,0.0,0.0,107075.0,14.7,1.99,4.36,7.7,1,has,has
Scripps Pier,SIO,2012-03-12,0.041,,60717.0,39384.0,0.0,0.0,1286138.0,13.3,8.21,1.49,4.7,1,has,has
Scripps Pier,SIO,2012-03-19,0.0,,19693.0,16410.0,0.0,0.0,246971.0,13.0,2.78,3.76,6.3,1,has,has
Scripps Pier,SIO,2012-03-26,0.0,,410.0,0.0,0.0,0.0,37333.0,13.1,2.41,10.52,11.6,1,has,has
Scripps Pier,SIO,2012-04-02,0.0,,436917.5,0.0,0.0,0.0,513225.0,14.15,4.11,5.375,10.5,2,has,has
Scripps Pier,SIO,2012-04-16,0.0,,143998.0,26666.0,0.0,0.0,294561.0,14.3,2.59,2.74,6.0,1,has,has
Scripps Pier,SIO,2012-04-23,0.0,,45949.0,38564.0,0.0,0.0,123896.0,15.6,1.61,2.14,7.5,1,has,has
Scripps Pier,SIO,2012-04-30,0.12,,377841.0,260099.0,0.0,0.0,568198.0,16.5,1.39,0.33,0.0,1,has,has
Scripps Pier,SIO,2012-05-07,0.0,,4923.0,0.0,0.0,0.0,21744.0,17.9,0.7,0.0,2.2,1,has,has
Scripps Pier,SIO,2012-05-14,0.0,,18052.0,0.0,0.0,0.0,93948.0,18.9,1.66,0.0,3.2,1,has,has
Scripps Pier,SIO,2012-05-21,0.0,,12307.0,0.0,0.0,0.0,121024.0,18.7,1.45,0.0,5.1,1,has,has
Scripps Pier,SIO,2012-05-28,0.0,,42256.0,0.0,0.0,0.0,239998.0,18.7,1.14,0.0,4.1,1,has,has
Scripps Pier,SIO,2012-06-04,0.0,,821.0,0.0,0.0,0.0,27897.0,19.3,0.57,0.0,3.6,1,has,has
Scripps Pier,SIO,2012-06-11,0.0,,15179.0,0.0,0.0,0.0,113639.0,19.0,0.95,0.0,2.8,1,has,has
Scripps Pier,SIO,2012-06-18,0.0,,19692.0,0.0,0.0,0.0,158767.0,18.5,1.04,0.2,1.1,1,has,has
Scripps Pier,SIO,2012-06-25,0.0,,16410.0,5333.0,0.0,0.0,172305.0,20.1,0.89,0.05,1.8,1,has,has
Scripps Pier,SIO,2012-07-02,0.0,,12718.0,410.0,0.0,0.0,292099.0,20.5,0.88,0.3,0.0,1,has,has
Scripps Pier,SIO,2012-07-09,0.0,,143998.0,53743.0,0.0,0.0,292509.0,14.3,1.61,2.04,3.1,1,has,has
Scripps Pier,SIO,2012-07-16,0.0,,15589.0,3692.0,0.0,0.0,74665.0,19.9,0.7,0.32,1.5,1,has,has
Scripps Pier,SIO,2012-07-23,0.0,,6154.0,1231.0,0.0,0.0,61127.0,21.0,1.08,0.31,0.0,1,has,has
Scripps Pier,SIO,2012-07-30,0.0,,23795.0,9436.0,0.0,0.0,132101.0,19.8,1.22,0.0,1.6,1,has,has
Scripps Pier,SIO,2012-08-06,0.0,,46769.0,32000.0,0.0,410.0,180921.0,20.2,1.66,0.29,1.4,1,has,has
Scripps Pier,SIO,2012-08-13,0.0,,6154.0,0.0,0.0,0.0,107486.0,21.2,1.42,0.0,1.3,1,has,has
Scripps Pier,SIO,2012-08-20,0.0,,3282.0,0.0,0.0,0.0,175588.0,23.1,1.05,0.0,1.8,1,has,has
Scripps Pier,SIO,2012-08-27,0.0,,1641.0,0.0,0.0,0.0,234664.0,21.8,2.35,0.0,2.3,1,has,has
Scripps Pier,SIO,2012-09-03,0.0,,12718.0,0.0,0.0,0.0,265843.0,19.7,2.05,0.32,3.1,1,has,has
Scripps Pier,SIO,2012-09-10,0.0,,7795.0,0.0,0.0,410.0,73025.0,22.2,1.0,0.0,2.9,1,has,has
Scripps Pier,SIO,2012-09-17,0.0,,4513.0,0.0,0.0,0.0,57025.0,20.1,0.56,0.0,2.5,1,has,has
Scripps Pier,SIO,2012-09-24,0.0,,2052.0,0.0,0.0,0.0,53743.0,20.6,1.18,0.29,3.0,1,has,has
Scripps Pier,SIO,2012-10-01,0.0,,6564.0,0.0,0.0,0.0,269535.0,20.4,2.2,0.0,3.2,1,has,has
Scripps Pier,SIO,2012-10-08,0.0,,4513.0,0.0,0.0,0.0,61127.0,19.5,0.96,0.0,3.3,1,has,has
Scripps Pier,SIO,2012-10-15,0.0,,2462.0,0.0,0.0,0.0,109537.0,18.9,1.54,0.0,3.2,1,has,has
Scripps Pier,SIO,2012-10-22,0.0,,4103.0,0.0,0.0,410.0,50871.0,19.5,1.06,0.0,3.0,1,has,has
Scripps Pier,SIO,2012-10-29,0.0,,12718.0,0.0,0.0,0.0,89024.0,18.7,1.31,0.0,3.6,1,has,has
Scripps Pier,SIO,2012-11-05,0.0,,6974.0,0.0,0.0,0.0,65640.0,17.8,1.1,0.26,3.5,1,has,has
Scripps Pier,SIO,2012-11-12,0.0,,20924.0,821.0,0.0,821.0,84922.0,16.6,1.91,0.27,4.1,1,has,has
Scripps Pier,SIO,2012-11-19,0.0,,6975.0,0.0,0.0,0.0,78769.0,17.0,0.91,0.44,3.8,1,has,has
Scripps Pier,SIO,2012-11-26,0.0,,6565.0,821.0,0.0,0.0,62358.0,16.5,1.02,0.0,3.0,1,has,has
Scripps Pier,SIO,2012-12-03,0.0,,4103.0,0.0,0.0,0.0,52513.0,16.6,1.41,0.48,2.9,1,has,has
Scripps Pier,SIO,2012-12-10,0.0,,5334.0,0.0,0.0,0.0,61948.0,16.0,1.46,1.18,4.9,1,has,has
Scripps Pier,SIO,2012-12-17,0.0,,5333.0,0.0,0.0,0.0,50256.0,15.45,1.38,1.0,4.25,2,has,has
Scripps Pier,SIO,2012-12-31,0.0,,72204.0,18461.0,0.0,0.0,412303.0,14.3,2.74,0.58,1.8,1,has,has
Scripps Pier,SIO,2013-01-07,0.0,,148101.0,22154.0,0.0,0.0,378662.0,13.6,2.4,2.13,3.0,1,has,has
Scripps Pier,SIO,2013-01-14,0.0,,39795.0,16000.0,0.0,0.0,181741.0,12.9,2.27,4.4,5.3,1,has,has
Scripps Pier,SIO,2013-01-21,0.0,,18051.0,2872.0,0.0,0.0,100922.0,13.2,1.52,2.06,5.0,1,has,has
Scripps Pier,SIO,2013-01-28,0.0,,2052.0,0.0,0.0,0.0,50871.0,14.0,2.17,0.83,4.2,1,has,has
Scripps Pier,SIO,2013-02-04,0.0,,1641.0,0.0,0.0,0.0,24205.0,13.9,2.22,3.14,6.2,1,has,has
Scripps Pier,SIO,2013-02-11,,,821.0,0.0,0.0,0.0,40205.0,14.0,1.67,1.06,5.3,1,partial,has
Scripps Pier,SIO,2013-02-18,0.0,,3692.0,0.0,0.0,0.0,39794.0,14.1,1.22,0.66,3.5,1,has,has
Scripps Pier,SIO,2013-02-25,0.0,,11077.0,0.0,0.0,0.0,56615.0,14.1,2.33,0.91,5.9,1,has,has
Scripps Pier,SIO,2013-03-04,0.0,,79179.0,4513.0,0.0,0.0,230561.0,14.4,3.24,1.37,5.8,1,has,has
Scripps Pier,SIO,2013-03-11,0.0,,7842.0,178.0,0.0,0.0,76725.0,14.8,1.28,1.02,3.3,1,has,has
Scripps Pier,SIO,2013-03-18,0.0,,11487.0,410.0,0.0,0.0,79999.0,14.5,1.41,0.84,1.9,1,has,has
Scripps Pier,SIO,2013-03-25,0.0,,5744.0,2051.0,0.0,0.0,37744.0,14.4,1.06,2.78,4.8,1,has,has
Scripps Pier,SIO,2013-04-01,0.0,,6564.0,1641.0,0.0,0.0,55794.0,16.1,1.72,1.25,4.1,1,has,has
Scripps Pier,SIO,2013-04-08,0.2,,33641.0,28718.0,0.0,0.0,147280.0,14.6,3.07,5.39,9.6,1,has,has
Scripps Pier,SIO,2013-04-15,2.64,,175588.0,171485.0,0.0,0.0,254356.0,15.4,2.64,0.27,0.0,1,has,has
Scripps Pier,SIO,2013-04-22,0.0,,22974.0,3692.0,0.0,0.0,243690.0,17.7,1.08,0.0,0.0,1,has,has
Scripps Pier,SIO,2013-04-29,0.0,,9436.0,0.0,0.0,821.0,273227.0,17.0,1.48,0.37,2.3,1,has,has
Scripps Pier,SIO,2013-05-06,0.2,,21334.0,9026.0,0.0,0.0,407380.0,17.3,1.52,0.0,1.7,1,has,has
Scripps Pier,SIO,2013-05-13,0.08,,30769.0,3692.0,0.0,0.0,340919.0,19.1,1.64,0.0,2.1,1,has,has
Scripps Pier,SIO,2013-05-20,0.1,,5744.0,0.0,0.0,0.0,116101.0,19.6,0.6,0.0,4.3,1,has,has
Scripps Pier,SIO,2013-05-27,0.0,,10257.0,1231.0,0.0,0.0,75897.0,19.9,0.67,0.0,1.6,1,has,has
Scripps Pier,SIO,2013-06-03,0.0,,2462.0,0.0,0.0,0.0,54973.0,20.3,0.66,0.0,2.3,1,has,has
Scripps Pier,SIO,2013-06-10,0.0,,5744.0,0.0,0.0,0.0,79999.0,19.1,0.71,0.0,3.1,1,has,has
Scripps Pier,SIO,2013-06-17,0.0,,2872.0,0.0,0.0,0.0,62358.0,20.6,1.13,0.0,3.3,1,has,has
Scripps Pier,SIO,2013-06-24,0.0,,3692.0,0.0,0.0,0.0,105845.0,19.5,0.9,0.0,1.9,1,has,has
Scripps Pier,SIO,2013-07-01,0.0,,4103.0,0.0,0.0,410.0,93947.0,19.5,0.77,0.0,2.9,1,has,has
Scripps Pier,SIO,2013-07-08,0.0,,2872.0,410.0,0.0,0.0,72614.0,21.3,1.37,0.0,2.0,1,has,has
Scripps Pier,SIO,2013-07-15,0.0,,9437.0,821.0,0.0,0.0,65641.0,22.1,0.93,0.0,2.6,1,has,has
Scripps Pier,SIO,2013-07-22,0.0,,15179.0,0.0,0.0,0.0,139486.0,20.1,1.77,0.0,3.7,1,has,has
Scripps Pier,SIO,2013-07-29,0.4,,88204.0,60717.0,0.0,0.0,266663.0,17.1,2.85,1.6,5.0,1,has,has
Scripps Pier,SIO,2013-08-05,0.0,,14769.0,3282.0,0.0,410.0,102563.0,20.0,1.03,0.0,2.1,1,has,has
Scripps Pier,SIO,2013-08-12,0.0,,27077.0,1231.0,0.0,0.0,87384.0,21.2,1.52,0.0,1.8,1,has,has
Scripps Pier,SIO,2013-08-19,0.1,,20923.0,6564.0,0.0,0.0,70974.0,19.7,1.04,0.0,2.5,1,has,has
Scripps Pier,SIO,2013-08-26,0.0,,20513.0,1231.0,0.0,0.0,109948.0,18.6,1.1,0.24,2.1,1,has,has
Scripps Pier,SIO,2013-09-02,0.0,,20924.0,6154.0,0.0,0.0,305637.0,20.1,3.46,0.35,0.0,1,has,has
Scripps Pier,SIO,2013-09-09,0.0,,11487.0,0.0,0.0,1231.0,146459.0,20.1,2.39,0.46,2.2,1,has,has
Scripps Pier,SIO,2013-09-16,0.0,,4513.0,1231.0,0.0,410.0,104204.0,20.6,1.24,0.42,1.9,1,has,has
Scripps Pier,SIO,2013-09-23,0.0,,3282.0,0.0,0.0,410.0,102152.0,20.0,1.23,0.39,1.7,1,has,has
Scripps Pier,SIO,2013-09-30,0.0,,20513.0,0.0,0.0,0.0,430354.0,19.4,1.9,0.42,2.1,1,has,has
Scripps Pier,SIO,2013-10-07,0.0,,7204.0,0.0,0.0,0.0,123969.0,18.8,1.22,0.56,3.1,1,has,has
Scripps Pier,SIO,2013-10-14,0.0,,21333.0,0.0,0.0,0.0,165331.0,19.0,1.05,0.48,1.3,1,has,has
Scripps Pier,SIO,2013-10-21,0.0,,6974.0,0.0,0.0,0.0,69743.0,18.6,1.49,0.6,1.7,1,has,has
Scripps Pier,SIO,2013-10-28,0.0,,27897.0,0.0,0.0,1231.0,267894.0,16.4,2.19,0.76,3.3,1,has,has
Scripps Pier,SIO,2013-11-04,0.0,,11077.0,0.0,0.0,0.0,91076.0,17.2,0.86,0.89,2.2,1,has,has
Scripps Pier,SIO,2013-11-11,0.0,,36923.0,0.0,0.0,0.0,202664.0,16.7,1.87,0.93,3.6,1,has,has
Scripps Pier,SIO,2013-11-18,0.0,,7795.0,0.0,0.0,0.0,61127.0,17.4,0.94,0.5,2.1,1,has,has
Scripps Pier,SIO,2013-11-25,0.0,,38565.0,2462.0,0.0,0.0,102563.0,16.9,1.75,0.54,2.6,1,has,has
Scripps Pier,SIO,2013-12-02,0.0,,10667.0,2462.0,0.0,0.0,65230.0,16.5,1.36,0.62,2.3,1,has,has
Scripps Pier,SIO,2013-12-09,0.0,,11487.0,4513.0,0.0,0.0,93128.0,15.7,1.33,0.75,2.2,1,has,has
Scripps Pier,SIO,2013-12-16,0.0,,55794.0,28307.0,0.0,0.0,855785.0,15.6,4.91,0.47,1.1,1,has,has
Scripps Pier,SIO,2013-12-23,,,17231.0,0.0,0.0,0.0,114050.0,15.5,1.05,0.3,1.3,1,partial,has
Scripps Pier,SIO,2013-12-30,0.0,,13949.0,0.0,0.0,0.0,70973.0,15.3,0.85,1.51,3.7,1,has,has
Scripps Pier,SIO,2014-01-06,0.0,,4103.0,0.0,0.0,0.0,21744.0,15.7,0.91,0.0,2.4,1,has,has
Scripps Pier,SIO,2014-01-13,0.0,,4924.0,0.0,0.0,0.0,31179.0,15.4,1.22,2.16,3.3,1,has,has
Scripps Pier,SIO,2014-01-20,0.0,,5744.0,0.0,0.0,0.0,31179.0,15.5,0.91,0.39,4.2,1,has,has
Scripps Pier,SIO,2014-01-27,0.0,,9847.0,0.0,0.0,0.0,71384.0,16.4,0.92,0.0,2.9,1,has,has
Scripps Pier,SIO,2014-02-03,0.0,,5744.0,0.0,0.0,0.0,45948.0,15.5,1.01,0.35,3.7,1,has,has
Scripps Pier,SIO,2014-02-10,0.0,,6564.0,0.0,0.0,0.0,57435.0,15.5,1.47,1.01,4.0,1,has,has
Scripps Pier,SIO,2014-02-17,0.05,,77948.0,9436.0,0.0,0.0,491071.0,15.5,1.28,0.0,0.0,1,has,has
Scripps Pier,SIO,2014-02-24,0.0,,13949.0,821.0,0.0,0.0,170254.0,16.6,2.34,0.0,2.4,1,has,has
Scripps Pier,SIO,2014-03-03,0.0,,9026.0,0.0,0.0,0.0,57845.0,16.3,0.95,0.34,2.4,1,has,has
Scripps Pier,SIO,2014-03-10,0.0,,25436.0,821.0,0.0,0.0,94769.0,16.8,1.32,0.33,3.4,1,has,has
Scripps Pier,SIO,2014-03-17,0.0,,25026.0,0.0,0.0,0.0,112820.0,17.7,1.37,0.0,3.2,1,has,has
Scripps Pier,SIO,2014-03-24,0.0,,15179.0,0.0,0.0,410.0,102973.0,17.9,1.59,0.0,3.7,1,has,has
Scripps Pier,SIO,2014-03-31,0.0,,70153.0,0.0,0.0,0.0,174767.0,16.8,2.14,0.2,4.8,1,has,has
Scripps Pier,SIO,2014-04-07,0.0,,29949.0,0.0,0.0,0.0,323688.0,17.8,5.19,0.0,5.6,1,has,has
Scripps Pier,SIO,2014-04-14,0.0,,298663.0,192818.0,0.0,0.0,1124089.0,15.1,4.14,0.36,2.1,1,has,has
Scripps Pier,SIO,2014-04-21,0.0,,7795.0,0.0,0.0,0.0,84512.0,16.8,,0.98,2.1,1,has,partial
Scripps Pier,SIO,2014-04-28,0.0,,3283.0,0.0,0.0,0.0,108717.0,17.9,1.73,0.57,2.6,1,has,has
Scripps Pier,SIO,2014-05-05,0.0,,5743.0,0.0,0.0,0.0,118973.0,16.7,2.2,1.7,5.5,1,has,has
Scripps Pier,SIO,2014-05-12,0.0,,12308.0,3692.0,0.0,0.0,263381.0,18.8,0.57,0.0,3.0,1,has,has
Scripps Pier,SIO,2014-05-19,0.0,,32411.0,4103.0,0.0,0.0,408200.0,19.2,0.7,0.21,5.1,1,has,has
Scripps Pier,SIO,2014-05-26,0.0,,17641.0,1641.0,0.0,0.0,257638.0,20.7,0.74,0.26,5.4,1,has,has
Scripps Pier,SIO,2014-06-02,0.0,,22153.0,1641.0,0.0,0.0,171075.0,21.3,0.92,0.33,4.7,1,has,has
Scripps Pier,SIO,2014-06-09,0.0,,27897.0,0.0,0.0,0.0,174356.0,20.5,1.3,0.0,6.6,1,has,has
Scripps Pier,SIO,2014-06-16,0.0,,279792.0,0.0,0.0,0.0,861528.0,20.1,1.11,0.0,3.2,1,has,has
Scripps Pier,SIO,2014-06-23,0.0,,56615.0,1231.0,0.0,0.0,269946.0,21.4,0.87,0.73,1.9,1,has,has
Scripps Pier,SIO,2014-06-30,0.0,,53743.0,1641.0,0.0,410.0,390559.0,20.7,2.51,0.28,3.2,1,has,has
Scripps Pier,SIO,2014-07-07,0.0,,4102.0,0.0,0.0,0.0,135794.0,23.4,0.77,0.27,2.3,1,has,has
Scripps Pier,SIO,2014-07-14,0.0,,12718.0,0.0,0.0,0.0,71384.0,22.4,1.92,0.26,2.0,1,has,has
Scripps Pier,SIO,2014-07-21,0.0,,5743.0,0.0,0.0,0.0,126768.0,21.4,1.8,0.2,6.0,1,has,has
Scripps Pier,SIO,2014-07-28,0.0,,64820.0,0.0,0.0,0.0,134153.0,22.5,1.95,0.29,3.8,1,has,has
Scripps Pier,SIO,2014-08-04,0.0,,32410.0,0.0,0.0,0.0,116511.0,23.2,1.31,0.21,3.2,1,has,has
Scripps Pier,SIO,2014-08-11,0.0,,7795.0,0.0,0.0,0.0,46769.0,23.1,1.13,0.26,2.2,1,has,has
Scripps Pier,SIO,2014-08-18,0.0,,15179.0,0.0,0.0,0.0,75076.0,22.8,1.24,0.29,2.8,1,has,has
Scripps Pier,SIO,2014-08-25,0.0,,13128.0,0.0,0.0,0.0,93948.0,22.8,0.92,0.0,1.7,1,has,has
Scripps Pier,SIO,2014-09-01,0.0,,45127.0,0.0,0.0,0.0,126768.0,22.3,1.09,0.0,2.1,1,has,has
Scripps Pier,SIO,2014-09-08,0.0,,11487.0,0.0,0.0,0.0,47999.0,23.1,0.97,0.0,1.6,1,has,has
Scripps Pier,SIO,2014-09-15,0.0,,10667.0,0.0,0.0,410.0,95588.0,24.1,2.03,0.0,2.1,1,has,has
Scripps Pier,SIO,2014-09-22,0.0,,6564.0,0.0,0.0,410.0,48820.0,21.9,0.96,0.21,2.1,1,has,has
Scripps Pier,SIO,2014-09-29,0.0,,7385.0,0.0,0.0,0.0,45948.0,20.0,0.57,0.28,2.6,1,has,has
Scripps Pier,SIO,2014-10-06,0.0,,3693.0,0.0,0.0,0.0,71794.0,23.0,0.89,0.26,1.7,1,has,has
Scripps Pier,SIO,2014-10-13,0.0,,8205.0,0.0,0.0,0.0,59076.0,21.3,0.54,0.37,2.4,1,has,has
Scripps Pier,SIO,2014-10-20,0.0,,6564.0,0.0,0.0,0.0,24205.0,21.4,0.65,0.0,1.9,1,has,has
Scripps Pier,SIO,2014-10-27,0.0,,5744.0,0.0,0.0,0.0,31179.0,20.7,0.53,0.0,2.6,1,has,has
Scripps Pier,SIO,2014-11-03,0.0,,2872.0,0.0,0.0,0.0,34872.0,20.2,0.63,0.0,2.3,1,has,has
Scripps Pier,SIO,2014-11-10,0.0,,3692.0,0.0,0.0,0.0,41435.0,19.0,0.75,0.21,2.5,1,has,has
Scripps Pier,SIO,2014-11-17,0.0,,5334.0,0.0,0.0,0.0,59076.0,19.3,0.93,0.0,2.2,1,has,has
Scripps Pier,SIO,2014-11-24,0.0,,4103.0,0.0,0.0,0.0,46359.0,18.5,0.58,0.52,2.5,1,has,has
Scripps Pier,SIO,2014-12-01,0.0,,9847.0,0.0,0.0,0.0,57435.0,18.6,0.42,0.0,1.5,1,has,has
Scripps Pier,SIO,2014-12-08,0.0,,1231.0,0.0,0.0,0.0,45538.0,18.3,1.68,0.0,2.5,1,has,has
Scripps Pier,SIO,2014-12-15,0.0,,4366.0,0.0,0.0,0.0,20050.0,17.8,0.85,0.0,2.2,1,has,has
Scripps Pier,SIO,2014-12-22,0.0,,2139.0,0.0,0.0,0.0,25397.0,17.5,1.22,0.19,2.5,1,has,has
Scripps Pier,SIO,2014-12-29,0.0,,8020.0,0.0,0.0,0.0,52843.0,16.7,1.17,0.35,2.6,1,has,has
Scripps Pier,SIO,2015-01-05,0.0,,2941.0,0.0,0.0,0.0,25129.0,16.0,0.91,0.3,2.4,1,has,has
Scripps Pier,SIO,2015-01-12,0.0,,713.0,0.0,0.0,0.0,13991.0,16.4,0.81,0.22,2.2,1,has,has
Scripps Pier,SIO,2015-01-19,0.0,,2584.0,0.0,0.0,0.0,31278.0,16.4,0.82,0.34,2.0,1,has,has
Scripps Pier,SIO,2015-01-26,0.0,,1426.0,0.0,0.0,0.0,25040.0,16.6,0.52,0.0,2.1,1,has,has
Scripps Pier,SIO,2015-02-02,0.0,,7664.0,0.0,0.0,0.0,24862.0,16.8,0.69,0.6,2.0,1,has,has
Scripps Pier,SIO,2015-02-09,0.0,,17466.0,0.0,0.0,0.0,47318.0,16.8,1.29,0.38,2.5,1,has,has
Scripps Pier,SIO,2015-02-16,0.0,,7129.0,0.0,0.0,0.0,29852.0,17.3,0.22,0.23,3.5,1,has,has
Scripps Pier,SIO,2015-02-23,0.0,,3653.0,0.0,0.0,0.0,14703.0,17.0,0.76,0.46,1.9,1,has,has
Scripps Pier,SIO,2015-03-02,0.0,,33417.0,0.0,0.0,0.0,54626.0,16.5,0.68,0.27,2.7,1,has,has
Scripps Pier,SIO,2015-03-09,0.0,,4901.0,0.0,0.0,0.0,24149.0,17.1,0.74,0.29,2.4,1,has,has
Scripps Pier,SIO,2015-03-16,0.0,,1604.0,0.0,0.0,0.0,14881.0,17.2,0.71,0.27,2.9,1,has,has
Scripps Pier,SIO,2015-03-23,0.0,,3564.0,0.0,0.0,0.0,33328.0,17.4,0.96,0.23,2.3,1,has,has
Scripps Pier,SIO,2015-03-30,0.0,,19070.0,0.0,0.0,0.0,67457.0,18.7,1.09,0.29,1.2,1,has,has
Scripps Pier,SIO,2015-04-06,0.0,,11897.0,0.0,0.0,410.0,155075.0,18.5,1.33,0.18,1.8,1,has,has
Scripps Pier,SIO,2015-04-13,0.0,,9026.0,0.0,0.0,0.0,119383.0,17.4,1.07,0.24,3.9,1,has,has
Scripps Pier,SIO,2015-04-20,0.0,,2852.0,713.0,0.0,89.0,85279.0,16.6,2.04,2.38,6.5,1,has,has
Scripps Pier,SIO,2015-04-27,0.0,,1604.0,0.0,0.0,89.0,40457.0,16.9,1.14,0.59,3.2,1,has,has
Scripps Pier,SIO,2015-05-04,0.0,,802.0,0.0,0.0,0.0,49457.0,18.9,1.52,0.44,2.8,1,has,has
Scripps Pier,SIO,2015-05-11,0.0,,980.0,0.0,0.0,0.0,82873.0,18.0,1.85,0.28,3.4,1,has,has
Scripps Pier,SIO,2015-05-18,0.0,,25846.0,3282.0,0.0,0.0,214561.0,16.7,2.46,0.22,4.6,1,has,has
Scripps Pier,SIO,2015-05-25,0.0,,13539.0,0.0,0.0,0.0,217023.0,18.6,2.49,0.22,3.7,1,has,has
Scripps Pier,SIO,2015-06-01,0.0,,2051.0,0.0,0.0,0.0,61538.0,19.4,1.68,0.0,5.4,1,has,has
Scripps Pier,SIO,2015-06-08,0.0,,18089.0,0.0,0.0,0.0,82785.0,19.3,1.16,0.33,4.8,1,has,has
Scripps Pier,SIO,2015-06-15,0.0,,146050.0,1641.0,0.0,410.0,309740.0,17.8,2.54,0.35,4.4,1,has,has
Scripps Pier,SIO,2015-06-22,0.0,,5435.0,0.0,0.0,89.0,52843.0,20.3,1.18,0.48,3.9,1,has,has
Scripps Pier,SIO,2015-06-29,0.0,,2406.0,0.0,0.0,0.0,37962.0,20.4,1.78,0.37,3.5,1,has,has
Scripps Pier,SIO,2015-07-06,0.0,,980.0,0.0,0.0,0.0,22991.0,20.9,1.29,0.27,3.5,1,has,has
Scripps Pier,SIO,2015-07-13,0.0,,7753.0,0.0,0.0,0.0,54981.0,21.2,0.63,0.18,3.3,1,has,has
Scripps Pier,SIO,2015-07-20,0.0,,1871.0,0.0,0.0,0.0,48209.0,19.9,1.65,0.3,5.2,1,has,has
Scripps Pier,SIO,2015-07-27,0.0,,1069.0,0.0,0.0,0.0,39209.0,22.6,1.07,0.0,5.6,1,has,has
Scripps Pier,SIO,2015-08-03,0.0,,446.0,0.0,0.0,0.0,38051.0,21.1,1.5,0.0,4.0,1,has,has
Scripps Pier,SIO,2015-08-10,0.0,,534.0,0.0,0.0,0.0,28872.0,21.2,0.94,0.3,4.5,1,has,has
Scripps Pier,SIO,2015-08-17,0.0,,713.0,0.0,0.0,0.0,25575.0,22.5,1.09,0.0,4.0,1,has,has
Scripps Pier,SIO,2015-08-24,0.0,,0.0,0.0,0.0,0.0,15506.0,23.3,1.36,0.0,3.0,1,has,has
Scripps Pier,SIO,2015-08-31,0.0,,0.0,0.0,0.0,0.0,16753.0,23.8,1.16,0.41,3.2,1,has,has
Scripps Pier,SIO,2015-09-07,0.0,,624.0,0.0,0.0,0.0,17109.0,23.9,1.1,0.13,3.1,1,has,has
Scripps Pier,SIO,2015-09-14,0.0,,579.0,0.0,0.0,89.0,40992.0,24.75,0.8,0.20500000000000002,3.7,2,has,has
Scripps Pier,SIO,2015-09-28,0.0,,980.0,0.0,0.0,0.0,33239.0,23.3,0.86,0.5,3.4,1,has,has
Scripps Pier,SIO,2015-10-05,0.0,,2228.0,0.0,0.0,0.0,21030.0,21.6,0.8,0.56,3.0,1,has,has
Scripps Pier,SIO,2015-10-12,0.0,,1069.0,0.0,0.0,0.0,31011.0,22.3,0.81,0.33,2.8,1,has,has
Scripps Pier,SIO,2015-10-19,0.0,,6416.0,0.0,0.0,0.0,62022.0,22.0,1.11,0.32,2.9,1,has,has
Scripps Pier,SIO,2015-10-26,0.0,,535.0,0.0,0.0,0.0,33238.0,22.2,0.61,0.41,3.1,1,has,has
Scripps Pier,SIO,2015-11-02,0.0,,178.0,0.0,0.0,0.0,9178.0,20.9,0.88,0.45,3.7,1,has,has
Scripps Pier,SIO,2015-11-09,0.0,,0.0,0.0,0.0,0.0,6416.0,19.7,0.5,0.24,3.1,1,has,has
Scripps Pier,SIO,2015-11-16,0.0,,89.0,89.0,0.0,0.0,5970.0,18.0,0.71,0.26,2.7,1,has,has
