location_name,location_code,week_start,pda_water_ng_ml,tda_water_ng_ml,pn_total_cells_l,pn_seriata_cells_l,alexandrium_cells_l,dinophysis_cells_l,total_phyto_cells_l,insitu_sst_c,insitu_chl_mg_m3,nitrate_um,silicate_um,n_samples,hazard_truth_status,insitu_physical_status
Morro Bay Back Bay,MBB,2025-02-10,,,1066.1534,0.0,0.0,0.0,17591.5312,11.3,0.94,,,1,partial,has
Morro Bay Back Bay,MBB,2025-02-17,,,0.0,0.0,0.0,0.0,8529.2275,13.07,4.465,,,1,partial,has
Morro Bay Back Bay,MBB,2025-02-24,,,0.0,0.0,0.0,0.0,6396.9209,,1.445,,,1,partial,partial
Morro Bay Back Bay,MBB,2025-03-03,,,0.0,0.0,0.0,0.0,5863.8438,16.4,3.7,,,1,partial,has
Morro Bay Back Bay,MBB,2025-03-10,,,0.0,0.0,0.0,0.0,10128.458,14.3,1.55,,,1,partial,has
Morro Bay Back Bay,MBB,2025-03-17,,,0.0,0.0,0.0,0.0,20256.916,14.2,8.52,,,1,partial,has
Morro Bay Back Bay,MBB,2025-03-24,,,0.0,0.0,0.0,0.0,10128.458,14.1,5.1,,,1,partial,has
Morro Bay Back Bay,MBB,2025-03-31,,,0.0,0.0,0.0,0.0,15459.2246,16.8,2.48,,,1,partial,has
Morro Bay Back Bay,MBB,2025-04-07,,,0.0,0.0,0.0,0.0,5863.8438,15.6,4.28,,,1,partial,has
Morro Bay Back Bay,MBB,2025-04-14,,,0.0,0.0,0.0,0.0,30918.4492,15.5,2.78,,,1,partial,has
Morro Bay Back Bay,MBB,2025-04-21,,,0.0,0.0,0.0,0.0,9595.3809,17.4,11.26,,,1,partial,has
Morro Bay Back Bay,MBB,2025-04-28,,,0.0,0.0,0.0,0.0,17591.5312,17.1,3.93,,,1,partial,has
Morro Bay Back Bay,MBB,2025-05-05,,,0.0,0.0,0.0,0.0,12260.7646,14.9,2.97,,,1,partial,has
Morro Bay Back Bay,MBB,2025-05-12,,,1599.2302,0.0,0.0,0.0,13859.9951,20.5,8.59,,,1,partial,has
Morro Bay Back Bay,MBB,2025-05-19,,,6929.9976,6929.9976,0.0,0.0,27186.9121,18.5,13.51,,,1,partial,has
Morro Bay Back Bay,MBB,2025-05-26,,,0.0,0.0,0.0,0.0,6929.9976,18.9,16.56,,,1,partial,has
Morro Bay Back Bay,MBB,2025-06-02,,,0.0,0.0,0.0,0.0,9062.3047,24.3,9.17,,,1,partial,has
Morro Bay Back Bay,MBB,2025-06-09,,,0.0,0.0,0.0,0.0,1599.2302,18.0,9.03,,,1,partial,has
Morro Bay Back Bay,MBB,2025-06-16,,,0.0,0.0,0.0,0.0,3731.5371,23.3,7.13,,,1,partial,has
Morro Bay Back Bay,MBB,2025-06-23,,,0.0,0.0,0.0,533.0767,12793.8418,17.3,8.7,,,1,partial,has
Morro Bay Back Bay,MBB,2025-06-30,,,0.0,0.0,0.0,0.0,8529.2275,19.9,27.99,,,1,partial,has
Morro Bay Back Bay,MBB,2025-07-07,,,0.0,0.0,0.0,0.0,9595.3809,19.0,5.89,,,1,partial,has
Morro Bay Back Bay,MBB,2025-07-14,,,0.0,0.0,0.0,0.0,15459.2246,20.2,4.68,,,1,partial,has
Morro Bay Back Bay,MBB,2025-07-21,,,0.0,0.0,0.0,533.0767,15459.2246,18.2,8.52,,,1,partial,has
Morro Bay Back Bay,MBB,2025-07-28,,,8529.2278,2132.3069,0.0,0.0,31451.5273,20.0,4.81,,,1,partial,has
Morro Bay Back Bay,MBB,2025-08-04,,,0.0,0.0,0.0,0.0,7996.1509,19.5,4.41,,,1,partial,has
Morro Bay Back Bay,MBB,2025-08-11,,,0.0,0.0,0.0,0.0,3731.5371,18.9,7.36,,,1,partial,has
Morro Bay Back Bay,MBB,2025-08-18,,,3198.4602999999997,1066.1534,2132.3069,0.0,11194.6113,21.2,5.4,,,1,partial,has
Morro Bay Back Bay,MBB,2025-08-25,,,0.0,0.0,0.0,0.0,9595.3809,20.0,2.72,,,1,partial,has
Morro Bay Back Bay,MBB,2025-09-01,,,1066.1534,0.0,533.0767,0.0,14393.0713,23.6,9.87,,,1,partial,has
Morro Bay Back Bay,MBB,2025-09-08,,,0.0,0.0,0.0,0.0,9062.3047,21.6,1.91,,,1,partial,has
Morro Bay Back Bay,MBB,2025-09-15,,,0.0,0.0,0.0,0.0,34649.9883,20.7,7.73,,,1,partial,has
Morro Bay Back Bay,MBB,2025-09-22,,,0.0,0.0,0.0,0.0,12260.7646,19.5,3.23,,,1,partial,has
Morro Bay Back Bay,MBB,2025-09-29,,,0.0,0.0,0.0,0.0,22922.2988,20.6,4.94,,,1,partial,has
Morro Bay Back Bay,MBB,2025-10-06,,,0.0,0.0,0.0,0.0,4797.6904,17.1,1.48,,,1,partial,has
Morro Bay Back Bay,MBB,2025-10-13,,,0.0,0.0,0.0,0.0,21323.0684,17.2,3.12,,,1,partial,has
Morro Bay Back Bay,MBB,2025-10-20,,,0.0,0.0,0.0,0.0,14926.1484,15.9,1.96,,,1,partial,has
Morro Bay Back Bay,MBB,2025-10-27,,,0.0,0.0,0.0,0.0,22922.2988,17.9,5.47,,,1,partial,has
Morro Bay Back Bay,MBB,2025-11-03,,,0.0,0.0,0.0,0.0,8529.2275,14.7,0.91,,,1,partial,has
Morro Bay Back Bay,MBB,2025-11-10,,,0.0,0.0,0.0,0.0,9062.3047,17.4,3.93,,,1,partial,has
Morro Bay Back Bay,MBB,2025-11-17,,,0.0,0.0,0.0,0.0,7996.1509,15.1,1.7,,,1,partial,has
Morro Bay Back Bay,MBB,2025-11-24,,,0.0,0.0,0.0,0.0,2665.3835,16.0,0.91,,,1,partial,has
Morro Bay Back Bay,MBB,2025-12-01,,,0.0,0.0,0.0,0.0,11194.6113,12.7,1.72,,,1,partial,has
Morro Bay Back Bay,MBB,2025-12-08,,,0.0,0.0,0.0,0.0,9595.3809,15.1,1.56,,,1,partial,has
Morro Bay Back Bay,MBB,2025-12-15,,,0.0,0.0,0.0,1066.1534,6929.9976,14.8,1.51,,,1,partial,has
Morro Bay Back Bay,MBB,2025-12-22,,,0.0,0.0,0.0,0.0,7996.1509,15.4,1.82,,,1,partial,has
Morro Bay Back Bay,MBB,2025-12-29,,,1066.1534,0.0,0.0,0.0,3198.4604,12.2,0.63,,,1,partial,has
Morro Bay Back Bay,MBB,2026-01-05,,,0.0,0.0,0.0,0.0,2132.3069,15.4,1.0,,,1,partial,has
Morro Bay Back Bay,MBB,2026-01-12,,,0.0,0.0,0.0,0.0,7463.0742,12.0,3.58,,,1,partial,has
Morro Bay Back Bay,MBB,2026-01-19,,,,,,,,14.7,1.48,,,1,none,has
Morro Bay Back Bay,MBB,2026-01-26,,,0.0,0.0,0.0,0.0,14393.0713,11.5,3.05,,,1,partial,has
Morro Bay Back Bay,MBB,2026-02-02,,,0.0,0.0,0.0,0.0,8529.2275,15.2,1.04,,,1,partial,has
Morro Bay Back Bay,MBB,2026-02-09,,,0.0,0.0,0.0,0.0,6929.9976,14.3,1.74,,,1,partial,has
Morro Bay Back Bay,MBB,2026-02-16,,,0.0,0.0,0.0,0.0,2665.3835,12.4,2.21,,,1,partial,has
Morro Bay Back Bay,MBB,2026-02-23,,,10128.458,0.0,0.0,0.0,17058.4551,18.4,3.04,,,1,partial,has
Morro Bay Back Bay,MBB,2026-03-02,,,0.0,0.0,0.0,0.0,9595.3809,15.0,,,,1,partial,partial
Morro Bay Back Bay,MBB,2026-03-09,,,3198.4604,0.0,0.0,0.0,29319.2207,18.4,7.83,,,1,partial,has
Morro Bay Back Bay,MBB,2026-03-16,,,17058.4552,15992.3018,0.0,0.0,40513.832,15.5,2.64,,,1,partial,has
Morro Bay Back Bay,MBB,2026-03-23,,,0.0,0.0,0.0,0.0,17591.5312,23.3,1.59,,,1,partial,has
Morro Bay Back Bay,MBB,2026-03-30,,,0.0,0.0,0.0,0.0,15459.2246,16.6,3.11,,,1,partial,has
Morro Bay Back Bay,MBB,2026-04-06,,,0.0,0.0,0.0,0.0,10128.458,23.1,10.23,,,1,partial,has
Morro Bay Back Bay,MBB,2026-04-13,,,4264.6138,0.0,0.0,0.0,22389.2227,16.0,12.24,,,1,partial,has
Morro Bay Back Bay,MBB,2026-04-20,,,0.0,0.0,0.0,0.0,21323.0684,15.84,3.11,,,1,partial,has
Morro Bay Back Bay,MBB,2026-04-27,,,0.0,0.0,0.0,0.0,7996.1509,14.78,1.36,,,1,partial,has
Morro Bay Back Bay,MBB,2026-05-04,,,6929.9976,0.0,0.0,0.0,11194.6113,15.88,4.0,,,1,partial,has
Morro Bay Back Bay,MBB,2026-05-11,,,0.0,0.0,0.0,0.0,270269.9062,15.53,3.89,,,1,partial,has
Morro Bay Back Bay,MBB,2026-05-18,,,4797.6903999999995,2132.3069,0.0,0.0,31451.5273,18.9,3.1,,,1,partial,has
Morro Bay Back Bay,MBB,2026-05-25,,,29852.2969,29852.2969,0.0,0.0,166319.9375,17.2,2.31,,,1,partial,has
Morro Bay Front Bay,MBF,2023-01-02,,,0.0,0.0,0.0,0.0,10128.458,12.5,0.58,,,1,partial,has
Morro Bay Front Bay,MBF,2023-01-09,,,0.0,0.0,0.0,0.0,6396.9209,13.8,1.18,,,1,partial,has
Morro Bay Front Bay,MBF,2023-01-16,,,533.0767,533.0767,0.0,0.0,2665.3835,13.4,0.6,,,1,partial,has
Morro Bay Front Bay,MBF,2023-01-23,,,0.0,0.0,0.0,0.0,3731.5371,12.4,0.57,,,1,partial,has
Morro Bay Front Bay,MBF,2023-01-30,,,1066.1534,0.0,0.0,0.0,7996.1509,12.1,2.41,,,1,partial,has
Morro Bay Front Bay,MBF,2023-02-06,,,0.0,0.0,0.0,0.0,5330.7671,12.5,1.32,,,1,partial,has
Morro Bay Front Bay,MBF,2023-02-13,,,0.0,0.0,0.0,0.0,45311.5234,10.9,,,,1,partial,partial
Morro Bay Front Bay,MBF,2023-02-20,,,0.0,0.0,0.0,0.0,162055.3281,11.4,2.62,,,1,partial,has
Morro Bay Front Bay,MBF,2023-02-27,,,0.0,0.0,0.0,0.0,15992.3018,10.4,1.51,,,1,partial,has
Morro Bay Front Bay,MBF,2023-03-06,,,0.0,0.0,0.0,0.0,34116.9102,11.2,1.59,,,1,partial,has
Morro Bay Front Bay,MBF,2023-03-13,,,0.0,0.0,0.0,0.0,27186.9121,15.2,1.51,,,1,partial,has
Morro Bay Front Bay,MBF,2023-03-20,,,1599.2302,0.0,0.0,0.0,23988.4531,13.4,1.39,,,1,partial,has
Morro Bay Front Bay,MBF,2023-03-27,,,0.0,0.0,0.0,0.0,19190.7617,12.195,0.68,,,1,partial,has
Morro Bay Front Bay,MBF,2023-04-03,,,2132.3069,0.0,0.0,0.0,91689.1953,10.562,2.25,,,1,partial,has
Morro Bay Front Bay,MBF,2023-04-10,,,83693.0469,0.0,0.0,0.0,1090675.0,13.2,13.45,,,1,partial,has
Morro Bay Front Bay,MBF,2023-04-17,,,19457.2998,8795.7656,0.0,0.0,311316.8125,11.05,6.49,,,2,partial,has
Morro Bay Front Bay,MBF,2023-05-01,,,32517.6797,11194.6113,0.0,0.0,1513404.875,11.055,9.45,,,1,partial,has
Morro Bay Front Bay,MBF,2023-05-08,,,533.0767,0.0,0.0,0.0,21323.0684,14.1,2.245,,,1,partial,has
Morro Bay Front Bay,MBF,2023-05-15,,,23988.4531,0.0,0.0,0.0,35716.1406,12.042,3.64,,,1,partial,has
Morro Bay Front Bay,MBF,2023-05-22,,,19190.7618,9595.3809,0.0,0.0,132203.0312,13.2,4.92,,,1,partial,has
Morro Bay Front Bay,MBF,2023-05-29,,,8529.2275,0.0,4264.6138,0.0,52241.5195,12.9,3.83,,,1,partial,has
Morro Bay Front Bay,MBF,2023-06-05,,,36782.294,1066.1534,5863.8438,0.0,229756.0625,13.713,11.93,,,1,partial,has
Morro Bay Front Bay,MBF,2023-06-12,,,99685.3516,0.0,0.0,1599.2302,390745.25,14.4,33.63,,,1,partial,has
Morro Bay Front Bay,MBF,2023-06-19,,,1599.2302,0.0,2665.3835,5330.7671,70366.125,15.5,14.98,,,1,partial,has
Morro Bay Front Bay,MBF,2023-06-26,,,92222.2773,7463.0742,2132.3069,1599.2302,886506.625,14.4,9.64,,,1,partial,has
Morro Bay Front Bay,MBF,2023-07-03,,,0.0,0.0,4264.6138,533.0767,96486.8906,14.9,6.63,,,1,partial,has
Morro Bay Front Bay,MBF,2023-07-10,,,1066.1534,1066.1534,9062.3047,0.0,50642.2891,13.19,2.27,,,1,partial,has
Morro Bay Front Bay,MBF,2023-07-17,,,0.0,0.0,1599.2302,533.0767,194573.0,15.0,5.7,,,1,partial,has
Morro Bay Front Bay,MBF,2023-07-24,,,4264.6138,0.0,0.0,1066.1534,142331.4844,15.5,8.93,,,1,partial,has
Morro Bay Front Bay,MBF,2023-07-31,,,10661.5349,9062.3047,0.0,0.0,49576.1367,13.0,6.85,,,1,partial,has
Morro Bay Front Bay,MBF,2023-08-07,,,4264.6138,0.0,0.0,2665.3835,51175.3672,14.1,4.15,,,1,partial,has
Morro Bay Front Bay,MBF,2023-08-14,,,4797.6904,0.0,2665.3835,0.0,133802.2656,15.6,8.91,,,1,partial,has
Morro Bay Front Bay,MBF,2023-08-21,,,12260.7649,0.0,3464.9988,1066.15345,194573.00394999998,16.35,8.93,,,2,partial,has
Morro Bay Front Bay,MBF,2023-09-04,,,19190.7618,5863.8438,0.0,0.0,311316.8125,16.9,3.61,,,1,partial,has
Morro Bay Front Bay,MBF,2023-09-11,,,21323.0684,0.0,4797.6904,533.0767,148728.4062,15.9,3.57,,,1,partial,has
Morro Bay Front Bay,MBF,2023-09-18,,,6396.9209,0.0,0.0,1599.2302,400340.625,16.9,7.8,,,1,partial,has
Morro Bay Front Bay,MBF,2023-09-25,,,0.0,0.0,0.0,0.0,238285.2969,16.0,16.22,,,1,partial,has
Morro Bay Front Bay,MBF,2023-10-02,,,9595.3809,0.0,0.0,1066.1534,147662.25,15.1,9.43,,,1,partial,has
Morro Bay Front Bay,MBF,2023-10-09,,,0.0,0.0,0.0,0.0,113545.3438,15.21,11.37,,,1,partial,has
Morro Bay Front Bay,MBF,2023-10-16,,,31451.5274,18124.6094,0.0,0.0,371021.4062,14.71,8.55,,,1,partial,has
Morro Bay Front Bay,MBF,2023-10-23,,,0.0,0.0,0.0,533.0767,163121.4844,14.82,8.2,,,1,partial,has
Morro Bay Front Bay,MBF,2023-10-30,,,7463.0742,4264.6138,0.0,0.0,58105.3633,13.2,1.65,,,1,partial,has
Morro Bay Front Bay,MBF,2023-11-06,,,1865.76855,0.0,1066.15345,0.0,78895.35545,14.404,11.51,,,2,partial,has
Morro Bay Front Bay,MBF,2023-11-20,,,1599.2302,0.0,0.0,0.0,37848.44725,15.05,0.95,,,2,partial,has
Morro Bay Front Bay,MBF,2023-12-04,,,0.0,0.0,0.0,0.0,15459.2246,14.3,1.06,,,1,partial,has
Morro Bay Front Bay,MBF,2023-12-11,,,1066.1534,0.0,0.0,0.0,4797.6904,12.8,0.64,,,1,partial,has
Morro Bay Front Bay,MBF,2023-12-18,,,2665.3835,0.0,0.0,533.0767,77296.125,14.6,2.71,,,1,partial,has
Morro Bay Front Bay,MBF,2023-12-25,,,0.0,0.0,0.0,0.0,5863.8438,15.7,1.14,,,1,partial,has
Morro Bay Front Bay,MBF,2024-01-01,,,533.0767,0.0,0.0,0.0,9595.3809,15.4,1.11,,,1,partial,has
Morro Bay Front Bay,MBF,2024-01-08,,,0.0,0.0,0.0,0.0,5330.7671,13.2,0.87,,,1,partial,has
Morro Bay Front Bay,MBF,2024-01-15,,,533.0767,0.0,0.0,0.0,12793.8418,12.6,1.85,,,1,partial,has
Morro Bay Front Bay,MBF,2024-01-22,,,0.0,0.0,0.0,0.0,5863.8438,13.5,1.12,,,1,partial,has
Morro Bay Front Bay,MBF,2024-01-29,,,1066.1534,0.0,0.0,0.0,5863.8438,14.0,0.92,,,1,partial,has
Morro Bay Front Bay,MBF,2024-02-05,,,0.0,0.0,0.0,0.0,1066.1534,12.5,0.81,,,1,partial,has
Morro Bay Front Bay,MBF,2024-02-12,,,0.0,0.0,0.0,0.0,533.0767,14.1,0.81,,,1,partial,has
Morro Bay Front Bay,MBF,2024-02-19,,,0.0,0.0,0.0,0.0,3198.4604,14.0,1.215,,,1,partial,has
Morro Bay Front Bay,MBF,2024-02-26,,,0.0,0.0,0.0,0.0,12793.8418,14.4,1.3,,,1,partial,has
Morro Bay Front Bay,MBF,2024-03-04,,,0.0,0.0,0.0,0.0,14926.1484,13.4,1.895,,,1,partial,has
Morro Bay Front Bay,MBF,2024-03-11,,,0.0,0.0,0.0,0.0,73031.5078,12.4,1.685,,,1,partial,has
Morro Bay Front Bay,MBF,2024-03-18,,,49043.058600000004,19723.8379,0.0,0.0,224958.375,12.4,2.94,,,1,partial,has
Morro Bay Front Bay,MBF,2024-03-25,,,22389.2216,17591.5312,0.0,0.0,258542.2188,12.3,3.365,,,1,partial,has
Morro Bay Front Bay,MBF,2024-04-01,,,1066.1534,0.0,0.0,0.0,3198.4604,13.1,1.54,,,1,partial,has
Morro Bay Front Bay,MBF,2024-04-08,,,0.0,0.0,0.0,0.0,4797.6904,12.1,1.375,,,1,partial,has
Morro Bay Front Bay,MBF,2024-04-15,,,0.0,0.0,0.0,0.0,6396.9209,11.4,1.62,,,1,partial,has
Morro Bay Front Bay,MBF,2024-04-22,,,11727.6875,11727.6875,0.0,0.0,38381.5234,11.9,1.26,,,1,partial,has
Morro Bay Front Bay,MBF,2024-04-29,,,0.0,0.0,0.0,0.0,39980.7539,11.8,1.58,,,1,partial,has
Morro Bay Front Bay,MBF,2024-05-06,,,11727.6875,0.0,0.0,0.0,137533.7969,10.9,4.03,,,1,partial,has
Morro Bay Front Bay,MBF,2024-05-13,,,60770.7471,50642.2891,0.0,0.0,2142435.25,12.1,13.3,,,1,partial,has
Morro Bay Front Bay,MBF,2024-05-20,,,95953.8096,85825.3516,0.0,0.0,395542.9375,12.0,5.79,,,1,partial,has
Morro Bay Front Bay,MBF,2024-05-27,,,6929.9976,0.0,2132.3069,0.0,225491.4531,13.0,5.65,,,1,partial,has
Morro Bay Front Bay,MBF,2024-06-03,,,60770.746,17591.5312,0.0,0.0,689268.1875,12.3,9.17,,,1,partial,has
Morro Bay Front Bay,MBF,2024-06-10,,,4797.6903999999995,2665.3835,0.0,1066.1534,604509.0,13.9,9.52,,,1,partial,has
Morro Bay Front Bay,MBF,2024-06-17,,,0.0,0.0,0.0,0.0,294791.4375,12.0,3.945,,,1,partial,has
Morro Bay Front Bay,MBF,2024-06-24,,,87424.584,59704.5938,0.0,0.0,951008.875,14.6,18.305,,,1,partial,has
Morro Bay Front Bay,MBF,2024-07-01,,,42113.061499999996,14393.0713,0.0,0.0,495761.3438,12.2,6.51,,,1,partial,has
Morro Bay Front Bay,MBF,2024-07-08,,,36249.216799999995,17058.4551,0.0,0.0,1307637.25,13.7,19.665,,,1,partial,has
Morro Bay Front Bay,MBF,2024-07-15,,,6929.9976,6929.9976,4264.6138,0.0,125806.1094,13.8,3.51,,,1,partial,has
Morro Bay Front Bay,MBF,2024-07-22,,,19723.8379,19723.8379,0.0,0.0,86358.4297,14.3,3.68,,,1,partial,has
Morro Bay Front Bay,MBF,2024-07-29,,,77829.20120000001,68233.8203,0.0,0.0,197238.3906,14.7,5.88,,,1,partial,has
Morro Bay Front Bay,MBF,2024-08-05,,,58638.4414,58638.4414,0.0,533.0767,173783.0156,13.5,6.605,,,1,partial,has
Morro Bay Front Bay,MBF,2024-08-12,,,9595.3809,9595.3809,4797.6904,533.0767,223892.2188,13.8,10.315,,,1,partial,has
Morro Bay Front Bay,MBF,2024-08-19,,,55439.97749999999,14393.0713,1066.1534,533.0767,594380.5625,14.1,10.025,,,1,partial,has
Morro Bay Front Bay,MBF,2024-08-26,,,67700.7422,0.0,18657.6855,1066.1534,435523.6875,15.6,17.64,,,1,partial,has
Morro Bay Front Bay,MBF,2024-09-02,,,7996.1509,533.0767,55439.9805,1066.1534,363025.25,15.5,30.475,,,1,partial,has
Morro Bay Front Bay,MBF,2024-09-09,,,29852.295899999997,19190.7617,0.0,0.0,97553.0391,15.5,2.92,,,1,partial,has
Morro Bay Front Bay,MBF,2024-09-16,,,170584.5586,144996.875,0.0,0.0,257476.0625,15.1,8.83,,,1,partial,has
Morro Bay Front Bay,MBF,2024-09-23,,,2665.3835,0.0,2132.3069,0.0,119409.1875,15.2,22.32,,,1,partial,has
Morro Bay Front Bay,MBF,2024-09-30,,,1066.1534,1066.1534,533.0767,2132.3069,317180.6562,15.0,24.46,,,1,partial,has
Morro Bay Front Bay,MBF,2024-10-07,,,5863.844,2132.3069,0.0,1599.2302,204168.3906,16.5,22.25,,,1,partial,has
Morro Bay Front Bay,MBF,2024-10-14,,,0.0,0.0,1599.2302,3731.5371,163654.5625,15.3,18.9,,,1,partial,has
Morro Bay Front Bay,MBF,2024-10-21,,,0.0,0.0,0.0,1066.1534,57572.2852,15.2,4.88,,,1,partial,has
Morro Bay Front Bay,MBF,2024-10-28,,,15459.224699999999,9595.3809,0.0,1599.2302,83693.0469,14.1,3.521,,,1,partial,has
Morro Bay Front Bay,MBF,2024-11-04,,,3198.4604,1599.2302,0.0,0.0,38381.5234,12.7,1.848,,,1,partial,has
Morro Bay Front Bay,MBF,2024-11-11,,,0.0,0.0,1599.2302,1066.1534,82093.8125,,3.35,,,1,partial,partial
Morro Bay Front Bay,MBF,2024-11-18,,,0.0,0.0,0.0,533.0767,27186.9121,12.2,1.75,,,1,partial,has
Morro Bay Front Bay,MBF,2024-11-25,,,1599.2302,1599.2302,0.0,1066.1534,36249.2188,12.3,2.19,,,1,partial,has
Morro Bay Front Bay,MBF,2024-12-02,,,0.0,0.0,0.0,0.0,54373.8242,12.7,3.26,,,1,partial,has
Morro Bay Front Bay,MBF,2024-12-09,,,0.0,0.0,0.0,0.0,31451.5273,12.3,1.56,,,1,partial,has
Morro Bay Front Bay,MBF,2024-12-16,,,2665.3835,0.0,0.0,0.0,14393.0713,12.0,0.57,,,1,partial,has
Morro Bay Front Bay,MBF,2024-12-23,,,2132.3069,2132.3069,0.0,0.0,16525.3789,13.1,1.25,,,1,partial,has
Morro Bay Front Bay,MBF,2024-12-30,,,0.0,0.0,0.0,533.0767,18657.6855,11.5,1.08,,,1,partial,has
Morro Bay Front Bay,MBF,2025-01-06,,,,,,,,12.6,0.8888,,,1,none,has
Morro Bay Front Bay,MBF,2025-01-13,,,1599.2302,0.0,0.0,0.0,54906.9023,11.6,2.6173,,,1,partial,has
Morro Bay Front Bay,MBF,2025-01-20,,,1066.1534,1066.1534,0.0,0.0,19190.7617,12.4,,,,1,partial,partial
Morro Bay Front Bay,MBF,2025-01-27,,,0.0,0.0,0.0,533.0767,26120.7598,12.1,2.58,,,1,partial,has
Morro Bay Front Bay,MBF,2025-02-03,,,0.0,0.0,0.0,1066.1534,10128.458,13.5,1.9,,,1,partial,has
Morro Bay Front Bay,MBF,2025-02-10,,,0.0,0.0,0.0,0.0,39980.7539,11.9,1.55,,,1,partial,has
Morro Bay Front Bay,MBF,2025-02-17,,,5330.7671,5330.7671,0.0,0.0,20256.916,11.91,1.22,,,1,partial,has
Morro Bay Front Bay,MBF,2025-02-24,,,0.0,0.0,0.0,0.0,17591.5312,,2.27,,,1,partial,partial
Morro Bay Front Bay,MBF,2025-03-03,,,0.0,0.0,0.0,0.0,7463.0742,12.8,1.635,,,1,partial,has
Morro Bay Front Bay,MBF,2025-03-10,,,3198.4604,1599.2302,0.0,0.0,15459.2246,12.0,1.4,,,1,partial,has
Morro Bay Front Bay,MBF,2025-03-17,,,2132.3069,0.0,0.0,0.0,18657.6855,12.7,1.36,,,1,partial,has
Morro Bay Front Bay,MBF,2025-03-24,,,0.0,0.0,0.0,0.0,5863.8438,11.4,0.98,,,1,partial,has
Morro Bay Front Bay,MBF,2025-03-31,,,0.0,0.0,0.0,0.0,25054.6055,12.6,1.84,,,1,partial,has
Morro Bay Front Bay,MBF,2025-04-07,,,0.0,0.0,0.0,0.0,26653.8359,11.4,2.57,,,1,partial,has
Morro Bay Front Bay,MBF,2025-04-14,,,7996.1507,5863.8438,0.0,0.0,946744.25,13.1,31.81,,,1,partial,has
Morro Bay Front Bay,MBF,2025-04-21,,,43179.2154,38914.6016,0.0,0.0,965401.9375,12.1,7.15,,,1,partial,has
Morro Bay Front Bay,MBF,2025-04-28,,,6929.9976,6929.9976,0.0,0.0,342768.3438,13.6,2.13,,,1,partial,has
Morro Bay Front Bay,MBF,2025-05-05,,,1066.1534,1066.1534,0.0,0.0,264406.0625,12.0,3.84,,,1,partial,has
Morro Bay Front Bay,MBF,2025-05-12,,,1066.1534,1066.1534,0.0,533.0767,35183.0625,14.3,3.81,,,1,partial,has
Morro Bay Front Bay,MBF,2025-05-19,,,533.0767,533.0767,0.0,0.0,55973.0547,12.9,14.0,,,1,partial,has
Morro Bay Front Bay,MBF,2025-05-26,,,7996.1509,7996.1509,0.0,0.0,254810.6719,12.1,16.1,,,1,partial,has
Morro Bay Front Bay,MBF,2025-06-02,,,7463.0742,3198.4604,0.0,0.0,146063.0156,14.3,7.81,,,1,partial,has
Morro Bay Front Bay,MBF,2025-06-09,,,0.0,0.0,0.0,1066.1534,31451.5273,13.6,1.11,,,1,partial,has
Morro Bay Front Bay,MBF,2025-06-16,,,28786.1426,11727.6875,0.0,533.0767,65035.3594,13.0,2.85,,,1,partial,has
Morro Bay Front Bay,MBF,2025-06-23,,,110346.88279999999,65035.3594,0.0,0.0,407270.625,12.0,13.79,,,1,partial,has
Morro Bay Front Bay,MBF,2025-06-30,,,0.0,0.0,0.0,533.0767,46910.75,13.7,5.27,,,1,partial,has
Morro Bay Front Bay,MBF,2025-07-07,,,0.0,0.0,0.0,533.0767,12260.7646,13.5,1.58,,,1,partial,has
Morro Bay Front Bay,MBF,2025-07-14,,,0.0,0.0,0.0,0.0,544804.4375,14.7,5.79,,,1,partial,has
Morro Bay Front Bay,MBF,2025-07-21,,,13859.9946,3198.4604,0.0,2132.3069,224958.375,14.4,4.58,,,1,partial,has
Morro Bay Front Bay,MBF,2025-07-28,,,57572.2852,0.0,0.0,0.0,227090.6875,14.9,4.2,,,1,partial,has
Morro Bay Front Bay,MBF,2025-08-04,,,0.0,0.0,0.0,533.0767,69833.0547,13.3,5.35,,,1,partial,has
Morro Bay Front Bay,MBF,2025-08-11,,,25587.6831,3198.4604,0.0,533.0767,45844.5977,14.8,18.97,,,1,partial,has
Morro Bay Front Bay,MBF,2025-08-18,,,90089.96870000001,14926.1484,2132.3069,533.0767,222293.0,14.4,3.46,,,1,partial,has
Morro Bay Front Bay,MBF,2025-08-25,,,1599.2302,0.0,1599.2302,1599.2302,29852.2969,16.1,6.94,,,1,partial,has
Morro Bay Front Bay,MBF,2025-09-01,,,124206.8769,101284.5781,17058.4551,3198.4604,510154.4375,17.5,11.39,,,1,partial,has
Morro Bay Front Bay,MBF,2025-09-08,,,8529.227299999999,5863.8438,0.0,1066.1534,125273.0312,15.6,2.3,,,1,partial,has
Morro Bay Front Bay,MBF,2025-09-15,,,0.0,0.0,1599.2302,1066.1534,165253.7812,15.9,6.97,,,1,partial,has
Morro Bay Front Bay,MBF,2025-09-22,,,18657.6851,14393.0713,0.0,0.0,477103.6562,15.3,7.19,,,1,partial,has
Morro Bay Front Bay,MBF,2025-09-29,,,0.0,0.0,0.0,0.0,22922.2988,16.6,8.94,,,1,partial,has
Morro Bay Front Bay,MBF,2025-10-06,,,4264.6138,0.0,0.0,0.0,33583.832,14.5,1.98,,,1,partial,has
Morro Bay Front Bay,MBF,2025-10-13,,,9595.3809,1066.1534,1599.2302,0.0,33050.7578,14.9,1.87,,,1,partial,has
