location_code,location_name,week_start,cells,cells_log10,t_days,t_years
CPP,Cal Poly Pier,2014-06-30,7996.150900000001,3.9029352908927186,2149,5.883641341546886
CPP,Cal Poly Pier,2014-07-07,43712.291,4.640613504026528,2156,5.90280629705681
CPP,Cal Poly Pier,2014-07-14,3731.5371,3.572004133140587,2163,5.921971252566735
CPP,Cal Poly Pier,2014-07-21,2398.84525,3.3801832378624828,2170,5.94113620807666
CPP,Cal Poly Pier,2014-08-04,1066.1534,3.02822685240013,2184,5.979466119096509
CPP,Cal Poly Pier,2014-08-11,27719.9902,4.442808739313339,2191,5.9986310746064335
CPP,Cal Poly Pier,2014-08-18,2132.3069,3.3290533380508216,2198,6.017796030116359
CPP,Cal Poly Pier,2014-08-25,2665.3836,3.4259226294660774,2205,6.036960985626283
CPP,Cal Poly Pier,2014-09-01,0.0,0.0,2212,6.056125941136208
CPP,Cal Poly Pier,2014-09-08,0.0,0.0,2219,6.075290896646133
CPP,Cal Poly Pier,2014-09-15,4264.61375,3.6299815276633183,2226,6.094455852156058
CPP,Cal Poly Pier,2014-09-29,0.0,0.0,2240,6.132785763175907
CPP,Cal Poly Pier,2014-10-06,3198.4604,3.5050767392377513,2247,6.151950718685832
CPP,Cal Poly Pier,2014-10-13,0.0,0.0,2254,6.1711156741957565
CPP,Cal Poly Pier,2014-10-20,17058.4551,4.231965155152574,2261,6.190280629705681
CPP,Cal Poly Pier,2014-10-27,3198.4604,3.5050767392377513,2268,6.209445585215605
CPP,Cal Poly Pier,2014-11-03,0.0,0.0,2275,6.228610540725531
CPP,Cal Poly Pier,2014-11-10,0.0,0.0,2282,6.247775496235455
CPP,Cal Poly Pier,2014-11-17,0.0,0.0,2289,6.26694045174538
CPP,Cal Poly Pier,2014-12-01,266.53835,2.4273860442997273,2303,6.30527036276523
CPP,Cal Poly Pier,2014-12-08,0.0,0.0,2310,6.324435318275154
CPP,Cal Poly Pier,2014-12-22,0.0,0.0,2324,6.362765229295003
CPP,Cal Poly Pier,2015-01-05,533.0767,2.727603631550572,2338,6.401095140314853
CPP,Cal Poly Pier,2015-01-12,0.0,0.0,2345,6.420260095824777
